ORDEM PRODUCAO;PV;CODIGO PRODUTO;DESCRIÇÃO COMPONENTE;PRODUTO PAI CONCATENADO;STATUS PCP;QTD EM ESTOQUE;OBSERVAÇÃO ESTOQUE;SOLICITAÇÃO DE COMPRA;COMPRADO;VALOR UNITARIO COMPRA;TIPO PAGAMENTO/FATURADO;FORNECEDOR SELECIONADO;PEDIDO COMPRA (PROTHEUS);IPI COMPRA;DATA EMISSÃO PC;DATA PREVISÃO PGTO
01868601009;006566;105049500;CTTR 3P 160A AF116 30-11-13;;SEPARADO;2;;;2;756,87;SEPARADO;ABB;014123;0,0325;;
01868601009;006566;106088800;DJ 3P 80A S283 C80;;SEPARADO;1;;;1;0;SEPARADO;0;000000;;;
01868601009;006566;107069800;CB COBRE 10MM2 BR 200ºC 152A;;SEPARADO;1;;;1;53,25;SEPARADO;CONDUMIX COMERCIO DE MATERIAL ELETRICO LTDA;000000;;;
01868601009;006566;107010900;CB COBRE 50MM2 0,6/1KV 90 C PT;;SEPARADO;0,75;;;0,75;70,95;SEPARADO;REMO ELETRICA LTDA;000000;;;
01868601009;006566;107069800;CB COBRE 10MM2 BR 200ºC 152A;;SEPARADO;5;;;5;0;SEPARADO;CONDUMIX COMERCIO DE MATERIAL ELETRICO LTDA;000000;;;
01868601009;006566;61646009401;PROT SURTOS FRONT V 460V 45KA;;SEPARADO;4;;;4;38,9792;SEPARADO;CLAMPER;014107;0,0975;;
01868601010;006566;209001400;PERFIL BRCH U 12X6MM 1912;;SEPARADO;0,5;;;0,5;0;SEPARADO;0;000000;;;
01868601010;006566;61405001201;DOBRADICA TASCO 91591;;SEPARADO;3;;;3;0;SEPARADO;GW;14125/14126/014120;0;;
01868601010;006566;61405002801;FECHO LINGUETA YALE;;SEPARADO;2;;;2;0;SEPARADO;GW;14125/14126/014120;0;;
01868601010;006566;61635033349;TAMPA PASS CB QD QCF/QTA;;SEPARADO;1;;;1;24,125;SEPARADO;GW;14125/14126/014120;0;;
01868601010;006566;61635033949;SPT TRILHO QCF/QTA;;SEPARADO;2;;;2;24,125;SEPARADO;GW;14125/14126/014120;0;;
01868601010;006566;61640008649;GABINETE QTA 800X600X200 CTZ;;SEPARADO;1;;;1;627,25;SEPARADO;GW;14125/14126/014120;0;;
01868601011;006566;104016100;TER ISOL ANEL 6.70-10.00MM M8;;SEPARADO;4;;;4;0;SEPARADO;0;000000;;;
01868601011;006566;109013600;FITA ISOL 19MMX5M PT;;SEPARADO;1;;;1;0;SEPARADO;REI DAS MANGUEIRAS;000000;0;;
01868601011;006566;109013700;FITA ISOLANTE AUTOFUSAO - 19MMX5M PT;;SEPARADO;1;;;1;0;SEPARADO;REI DAS MANGUEIRAS;000000;0;;
01868601012;006566;101095500;MOD COMUNICACAO CM3-ETHERNET;;SEPARADO;1;;;1;995,11;SEPARADO;SERVINTEL;014089;0;;
01868701001;006568;101004800;SENSOR TEMP 12VCC;;SEPARADO;1;;;1;210,79;SEPARADO;POLIPECAS COMERCIAL E IMPORTADORA LTDA;000000;;;
01868701005;006568;104016100;TER ISOL ANEL 6.70-10.00MM M8;;SEPARADO;8;;;8;0;SEPARADO;0;000000;;;
01868701005;006568;107069800;CB COBRE 10MM2 BR 200ºC 152A;;SEPARADO;2,8;;;2,8;53,25;SEPARADO;CONDUMIX COMERCIO DE MATERIAL ELETRICO LTDA;000000;;;
01868701005;006568;109092400;ISOLADOR CIL 16X30 MM M6;;SEPARADO;2;;;2;9,06;SEPARADO;MX MATERIAIS ELETRICOS LTDA;000000;;;
01868701001;006568;204229500;CALCO D106 X 9,53;;SEPARADO;4;;;4;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;204576400;ADP M/F M10X1,5 X M10X1,0;;SEPARADO;1;;;1;14;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01868701001;006568;209001400;PERFIL BRCH U 12X6MM 1912;;SEPARADO;0,3;;;0,3;0;SEPARADO;0;000000;;;
01868701001;006568;210012800;ARR M10 DIN 125 BIC;;KANBAN;20;;;20;1,15;KANBAN;MX;000000;;;
01868701001;006568;30702002801;BARRA ROSCADA 6MM;;FALTA;2;;;2;24,125;FALTA;GW;14125/14126/014120;0;;
01868701001;006568;31601193601NE;BOTAO EMERGENCIA CARENAGEM 2NF;;SEPARADO;1;;;1;8548,9321;SEPARADO;SDMO  INDUSTRIES;000000;;;
01868701001;006568;31805000303;ABRACADEIRA CRON D17-27 AC;;FALTA;4;;;4;4,15;FALTA;REI DAS MANGUEIRAS;014113;0;;
01868701001;006568;31805005801;ABRACADEIRA ESCAP. MS 73-81;;SEPARADO;1;;;1;28;SEPARADO;SCAPSUL;014119;0,065;;
01868701001;006568;31807001215;JUNTA DE VEDACAO D14XD18X1,5;;FÁBRICA;1;;;1;5;FÁBRICA;CENTRAL;014105;0;;
01868701001;006568;31807001223;JUNTA DE VEDACAO D18XD24X1,5;;FÁBRICA;1;;;1;6;FÁBRICA;CENTRAL;014105;0;;
01868701001;006568;31810002505;MANGUEIRA FLEXIVEL 12X19;;KANBAN;0,6;;;0,6;102,78;KANBAN;MX;000000;;;
01868701001;006568;31810006103;MANGUEIRA FLEXIVEL 16X26;;KANBAN;0,6;;;0,6;138,6;KANBAN;MX;000000;;;
01868701001;006568;60101000101;MOTOR PERKINS 1103A-33TG2;;SEPARADO;1;;;1;25322,58;SEPARADO;SOMOV S.A;014085;0;;
01868701001;006568;60101001401;MOTOR PERKINS 1103A-33TG1;;RETIRADO;1;;;1;25322,58;RETIRADO;SOMOV S.A;014085;0;;
01868701001;006568;60201018801;GS WEG AW10 BR180S1-H MU F3;;SEPARADO;1;;;1;10554,29;SEPARADO;WEG EQUIPAMENTOS ELETRICOS S/A;014084;0;;
01868701001;006568;60305003201;RESIST. PREAQUEC. 1000W 220V;;SEPARADO;1;;;1;900;SEPARADO;SERVINTEL;014089;0;;
01868701001;006568;60501001601;TAMPA BOC ABAST TANCLIK  A101C;;SEPARADO;1;;;1;48;SEPARADO;ITULUB;014109;0;;
01868701001;006568;60501004708;FLANGE TQ POLI RETORNO;;SEPARADO;1;;;1;72,375;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;60501004908;TRAVA FIX 450L;;SEPARADO;2;;;2;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;60501005501;TQ COMB 180L POLIETILENO;;SEPARADO;1;;;1;1563,79;SEPARADO;ACCURATE MACHINE USINAGEM DE PRECISAO LTDA ME                                   ;014087;0;;
01868701001;006568;60501008608;CONTRA FLANGE TQ POLIETILENO;;SEPARADO;2;;;2;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;60501010308;FLANGE TQ 200L POLI ABAST KVA;;SEPARADO;1;;;1;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;60501010708;BOCAL ENCHIMENTO TQ TANCLICK;;SEPARADO;1;;;1;145;SEPARADO;AÇO FORT;000000;0;;
01868701001;006568;60702003501;BATERIA 12V 70AH 510CCA KONDOR;;SEPARADO;1;;;1;450;SEPARADO;JMS;014110;0;;
01868701001;006568;60702005608;SPT BAT 70AH SMART I;;SEPARADO;1;;;1;96,5;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;60702006008;SPT FIX BAT 100AH SMART;;SEPARADO;1;;;1;91,675;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;61401016249NE;CARENAGEM SMART I ;;SEPARADO;1;;;1;3377,5;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;60901012816;SILENCIOSO 29DBA CRN KSE105;;SEPARADO;1;;;1;1363,04;SEPARADO;SCAPSUL;014119;0,065;;
01868701001;006568;60901024616;CURVA FLEX PK1103T KSE105 VS;;SEPARADO;1;;;1;772,34;SEPARADO;SCAPSUL;014119;0,065;;
01868701001;006568;61101000501;SENSOR PR OLEO 3RHO 7704;;SEPARADO;1;;;1;209,6;SEPARADO;MX;014112;0;;
01868701001;006568;61101001301;SENS NV COMB ULTRAS K40LSR;;SEPARADO;1;;;1;441;SEPARADO;KVA;014111;0;;
01868701001;006568;61103000100;"BOIA MEC FV34-75-PP130 3/4""BSP";;SEPARADO;1;;;1;900;SEPARADO;SANTAE;014114;0,0325;;
01868701001;006568;61301014708;BASE SMART I PK;;SEPARADO;1;;;1;965;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;61303000101;AMT VIBRA-STOP XT2000 M12;;SEPARADO;4;;;4;103,7;SEPARADO;VIBRA-STOP;014117;0;;
01868701001;006568;61307015508;SPT MOT PK/FPT SMART I E II;;SEPARADO;1;;;1;241,25;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;61307015608;SPT ALT WEG SMART I E II;;SEPARADO;1;;;1;241,25;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;61402046608;FECH RAD SMART I PK1103A;;SEPARADO;1;;;1;731,47;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;61405001101;BATENTE DE BORRACHA CONICO;;SEPARADO;3;;;3;6,4;SEPARADO;ML;000000;0;;
01868701001;006568;61601008708;SPT ESQ QCF/QTA SMART I E II;;SEPARADO;1;;;1;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868701001;006568;61601008808;SPT DIR QCF/QTA SMART I E II;;SEPARADO;1;;;1;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868701005;006568;61635033549;TAMPA DJ MAN ABB QCF/QTA A0/A2;;SEPARADO;1;;;1;24,125;SEPARADO;GW;14125/14126/014120;0;;
01868701005;006568;61640008851;SPT DJ ABB A0/A2 QCF/QTA;;SEPARADO;1;;;1;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868701005;006568;61647041101;DCM 3P FX 80A A0C TMF;;SEPARADO;1;;;1;152,8;SEPARADO;ABB;014123;0,065;;
01868701005;006568;61648042801;DJ 3P 10A SJ203 T-C10;;RETIRADO;1;;;1;48,61;RETIRADO;#N/D;000000;;;
01868701005;006568;61652004801;RL AUX 40A 12VCC DNI0102;;SEPARADO;2;;;2;5,86;SEPARADO;SNAP;014090;0;;
01868701005;006568;61653004801;TC SASSI 250-5A ST-42;;SEPARADO;3;;;3;91;SEPARADO;SASSI;014115;0,065;;
01868701005;006568;61656004001;CONT NF BOTAO ABB LINHA MCB;;SEPARADO;2;;;2;9,33;SEPARADO;ABB;014123;0,0975;;
01868701005;006568;61659003501;PROT PLC A0 QTA SMART ELETRONET;;SEPARADO;1;;;1;78,83870968;SEPARADO;EMPORIO DO ACRILICO;014124;0;;
01868701001;006568;61801002001;PF DIN912 M10X40 12.9 PT;;SEPARADO;12;;;12;5,58;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
01868701001;006568;61801002101;"PF DIN912 3/8""UNFX1"" 12.9 PT";;SEPARADO;8;;;8;5,11;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
01868701001;006568;61801002201;ARR M10 DIN 127 BIC;;KANBAN;20;;;20;0,85;KANBAN;CENTRAL;000000;0;;
01868701001;006568;61802000111;"BICO RM 1/2""NPT MANG 1/2"" BIC";;SEPARADO;2;;;2;26,88;SEPARADO;BULKS;014088;0;;
01868701001;006568;61802000311;BICO RM 1/2 POL.NPT FM16 MANG;;SEPARADO;1;;;1;26,88;SEPARADO;BULKS;014088;0;;
01868701001;006568;61802000422;COTOVELO MF 90 1 2NPT GALV;;FÁBRICA;1;;;1;8,34;FÁBRICA;CENTRAL;014105;0;;
01868701001;006568;61802000711;BICO RM 1/2 NPT MANG 3/8 BIC;;SEPARADO;1;;;1;26,88;SEPARADO;BULKS;014088;0;;
01868701001;006568;61802001711;BICO RM 1/2NPT MANG 5/8 BIC;;SEPARADO;2;;;2;26,88;SEPARADO;BULKS;014088;0;;
01868701001;006568;61802002711;ADP M/M 1/2”NPT X 3/4UNF BIC;;SEPARADO;1;;;1;26,88;SEPARADO;BULKS;014088;0;;
01868701001;006568;61802002811;"BICO RM 1/4""NPT MANG 5/8"" BIC";;SEPARADO;1;;;1;18,23;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
01868701001;006568;61802002911;ADP M/F M18X1.5 X M14X1.5 BIC;;SEPARADO;1;;;1;26,88;SEPARADO;BULKS;014088;0;;
01868701001;006568;61802008111;ADP M RESP M22;;SEPARADO;1;;;1;190,69;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
01868701001;006568;61802014001;BICO RM 1/2 NPT MANG 5/16 BIC;;SEPARADO;1;;;1;26,88;SEPARADO;BULKS;014088;0;;
01868701001;006568;61805000222;ABRACADEIRA CRON D14-22 AC;;FALTA;2;;;1;4,15;FALTA;REI DAS MANGUEIRAS;014113;0;;
01868701001;006568;61807000301;ARR VED 10X16X1.5 AL;;SEPARADO;2;;;2;0;SEPARADO;0;000000;;;
01868701001;006568;61809000101;"VALV ESFERA F/F 1/2"" NPT";;SEPARADO;1;;;1;35,25;SEPARADO;HITOCOM MATERIAIS TECNICOS E SERVICOS LTDA;000000;;;
01868701001;006568;61809000301;"VALV ESF BORBOLETA F/F 1/2""NPT";;SEPARADO;1;;;1;62,82;SEPARADO;MX;014112;0;;
01868701005;006568;106001500;DJ 1P 10A CURVA C 10KA S201;;SEPARADO;1;;;1;27,95;SEPARADO;ABB;014123;0,065;;
01868701005;006568;106207600;POSTE FINAL USK-2G2;;SEPARADO;3;;;3;0;SEPARADO;0;000000;;;
01868701005;006568;104193600;SUPORTE IDENTIF P/ POSTE KLM-A;;SEPARADO;2;;;2;0;SEPARADO;0;000000;;;
01868701005;006568;107078500;CB COBRE NU 16MM2;;SEPARADO;0,5;;;0,5;10,2811;SEPARADO;COBREFLEX INDUSTRIA, DISTRIBUICAO E COMERCIO DE FIOS E CABOS EIRELI;000000;;;
01868701005;006568;204583100;PORTA DOCUMENTOS TASCO 71160;;SEPARADO;1;;;1;40,83;SEPARADO;TASCO;014108;0,0975;;
01868701005;006568;61640008749;TAMPA QTA USCA 5C CTZ;;SEPARADO;1;;;1;27,02;SEPARADO;GW;14125/14126/014120;0;;
01868701005;006568;106004400;DJ 3P 16A CURVA C 10KA S203;;SEPARADO;2;;;2;48,61;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01868701005;006568;61648042901;DJ 2P 10A SJ202 T-C10;;SEPARADO;1;;;1;35;SEPARADO;ABB ELETRIFICACAO LTDA;000000;;;
01868701005;006568;61652004801;RL AUX 40A 12VCC DNI0102;;SEPARADO;4;;;4;5,86;SEPARADO;SNAP;014090;0;;
01868701005;006568;61654001901;MOD IL4-AMF8;;SEPARADO;1;;;1;842,74;SEPARADO;SERVINTEL;014089;0;;
01868701005;006568;61655002601;CARREG BAT 12/24VCC KVA PRO;;SEPARADO;1;;;1;466,33;SEPARADO;KVA;014111;0;;
01868701005;006568;61656003801;SUPORTE MODULAR BOTAO ABB;;SEPARADO;1;;;1;5,55;SEPARADO;ABB;014123;0,0975;;
01868701005;006568;61656004001;CONT NF BOTAO ABB LINHA MCB;;SEPARADO;1;;;1;9,33;SEPARADO;ABB;014123;0,0975;;
01868701005;006568;61656004701;CABECOTE BOTAO EMERGENCIA ABB;;SEPARADO;1;;;1;40,97;SEPARADO;ABB;014123;0,0975;;
01868701005;006568;61656004801;ADESIVO PARADA DE EMERGENCIA;;FÁBRICA;1;;;1;25,7;FÁBRICA;APS COMPONENTES ELETRICOS S/A;000000;;;
01868701005;006568;61659003301;TERMO RETRATIL AZUL LARG 9MM;;SEPARADO;24,3;;;24,3;2,4971;SEPARADO;ESTOQUE;000000;0;;
01868701005;006568;61660001201;TER ISOL ANEL 16MM² M8;;SEPARADO;1;;;1;16,1;SEPARADO;ROMAR ACESSORIOS INDUSTRIAIS LTDA;000000;;;
01868701005;006568;61660001301;TER ISOL ANEL 16MM² M10;;SEPARADO;1;;;1;16,39;SEPARADO;ROMAR ACESSORIOS INDUSTRIAIS LTDA;000000;;;
01868701005;006568;61660005901;BORNE DUPLO PUSH IN 4MM DDP4;;SEPARADO;7;;;7;1,9;SEPARADO;PROAUTO;014121;0,0975;;
01868701005;006568;61660006101;BORNE PUSH IN DP2.5PG-XXP;;RETIRADO;1;;;1;7,42;RETIRADO;PROAUTO;014121;0,0975;;
01868701005;006568;61660006201;JUMPER BORNE DUP 4MM DSD01402N;;SEPARADO;1;;;1;2,01;SEPARADO;PROAUTO;014121;0,0975;;
01868701005;006568;61660006501;TAMPA P/ BORNE DUP 4MM DPP4C;;SEPARADO;2;;;2;1,38;SEPARADO;PROAUTO;014121;0,0975;;
01868701005;006568;61660006601;TAMPA P/ BORNE 4MM DPES2.5C;;FÁBRICA;1;;;1;2,06;FÁBRICA;PROAUTO;014121;0,0975;;
01868701008;006568;107045500;"BARRA COBRE 1"" X 5/16""";;SEPARADO;0,2;;;0,2;170,9516;SEPARADO;ESTOQUE;000000;0;;
01868701009;006568;105049200;INTTRV MEC CTTR VM19;;SEPARADO;1;;;1;92,68;SEPARADO;ABB;014123;0,0975;;
01868701009;006568;105049500;CTTR 3P 160A AF116 30-11-13;;SEPARADO;2;;;2;756,87;SEPARADO;ABB;014123;0,0325;;
01868701009;006568;106088800;DJ 3P 80A S283 C80;;SEPARADO;1;;;1;0;SEPARADO;0;000000;;;
01868701009;006568;107069800;CB COBRE 10MM2 BR 200ºC 152A;;SEPARADO;1;;;1;53,25;SEPARADO;CONDUMIX COMERCIO DE MATERIAL ELETRICO LTDA;000000;;;
01868701009;006568;107010900;CB COBRE 50MM2 0,6/1KV 90 C PT;;SEPARADO;0,75;;;0,75;70,95;SEPARADO;REMO ELETRICA LTDA;000000;;;
01868701009;006568;107069800;CB COBRE 10MM2 BR 200ºC 152A;;SEPARADO;5;;;5;0;SEPARADO;CONDUMIX COMERCIO DE MATERIAL ELETRICO LTDA;000000;;;
01868701009;006568;61646009401;PROT SURTOS FRONT V 460V 45KA;;SEPARADO;4;;;4;38,9792;SEPARADO;CLAMPER;014107;0,0975;;
01868701010;006568;209001400;PERFIL BRCH U 12X6MM 1912;;SEPARADO;0,5;;;0,5;0;SEPARADO;0;000000;;;
01868701010;006568;61405001201;DOBRADICA TASCO 91591;;SEPARADO;3;;;3;0;SEPARADO;GW;14125/14126/014120;0;;
01868701010;006568;61405002801;FECHO LINGUETA YALE;;SEPARADO;2;;;2;0;SEPARADO;GW;14125/14126/014120;0;;
01868701010;006568;61635033349;TAMPA PASS CB QD QCF/QTA;;SEPARADO;1;;;1;24,125;SEPARADO;GW;14125/14126/014120;0;;
01868701010;006568;61635033949;SPT TRILHO QCF/QTA;;SEPARADO;2;;;2;24,125;SEPARADO;GW;14125/14126/014120;0;;
01868701010;006568;61640008649;GABINETE QTA 800X600X200 CTZ;;SEPARADO;1;;;1;627,25;SEPARADO;GW;14125/14126/014120;0;;
01868701011;006568;104016100;TER ISOL ANEL 6.70-10.00MM M8;;SEPARADO;4;;;4;0;SEPARADO;0;000000;;;
01868701011;006568;109013600;FITA ISOL 19MMX5M PT;;SEPARADO;1;;;1;0;SEPARADO;REI DAS MANGUEIRAS;000000;0;;
01868701011;006568;109013700;FITA ISOLANTE AUTOFUSAO - 19MMX5M PT;;SEPARADO;1;;;1;0;SEPARADO;REI DAS MANGUEIRAS;000000;0;;
01868701012;006568;101095500;MOD COMUNICACAO CM3-ETHERNET;;SEPARADO;1;;;1;995,11;SEPARADO;SERVINTEL;014089;0;;
01868901001;006570;101004800;SENSOR TEMP 12VCC;;SEPARADO;1;;;1;210,79;SEPARADO;POLIPECAS COMERCIAL E IMPORTADORA LTDA;000000;;;
01868901005;006570;104016100;TER ISOL ANEL 6.70-10.00MM M8;;SEPARADO;8;;;8;0;SEPARADO;0;000000;;;
01868901001;006570;107069800;CB COBRE 10MM2 BR 200ºC 152A;;SEPARADO;2,8;;;2,8;53,25;SEPARADO;CONDUMIX COMERCIO DE MATERIAL ELETRICO LTDA;000000;;;
01868901005;006570;109092400;ISOLADOR CIL 16X30 MM M6;;SEPARADO;2;;;2;9,06;SEPARADO;MX MATERIAIS ELETRICOS LTDA;000000;;;
01868901001;006570;204229500;CALCO D106 X 9,53;;SEPARADO;4;;;4;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;204576400;ADP M/F M10X1,5 X M10X1,0;;SEPARADO;1;;;1;14;SEPARADO;EVOLUCAO METALURGICA LTDA;000000;;;
01868901001;006570;209001400;PERFIL BRCH U 12X6MM 1912;;SEPARADO;0,3;;;0,3;0;SEPARADO;0;000000;;;
01868901001;006570;210012800;ARR M10 DIN 125 BIC;;KANBAN;20;;;20;1,15;KANBAN;MX;000000;;;
01868901001;006570;30702002801;BARRA ROSCADA 6MM;;FALTA;2;;;2;24,125;FALTA;GW;14125/14126/014120;0;;
01868901001;006570;31601193601NE;BOTAO EMERGENCIA CARENAGEM 2NF;;SEPARADO;1;;;1;8548,9321;SEPARADO;SDMO  INDUSTRIES;000000;;;
01868901001;006570;31805000303;ABRACADEIRA CRON D17-27 AC;;FALTA;4;;;4;4,15;FALTA;REI DAS MANGUEIRAS;014113;0;;
01868901001;006570;31805005801;ABRACADEIRA ESCAP. MS 73-81;;SEPARADO;1;;;1;28;SEPARADO;SCAPSUL;014119;0,065;;
01868901001;006570;31807001215;JUNTA DE VEDACAO D14XD18X1,5;;FÁBRICA;1;;;1;5;FÁBRICA;CENTRAL;014105;0;;
01868901001;006570;31807001223;JUNTA DE VEDACAO D18XD24X1,5;;FÁBRICA;1;;;1;6;FÁBRICA;CENTRAL;014105;0;;
01868901001;006570;31810002505;MANGUEIRA FLEXIVEL 12X19;;KANBAN;0,6;;;0,6;102,78;KANBAN;MX;000000;;;
01868901001;006570;31810006103;MANGUEIRA FLEXIVEL 16X26;;KANBAN;0,6;;;0,6;138,6;KANBAN;MX;000000;;;
01868901001;006570;60101000101;MOTOR PERKINS 1103A-33TG2;;SEPARADO;1;;;1;25322,58;SEPARADO;SOMOV S.A;014085;0;;
01868901001;006570;60101001401;MOTOR PERKINS 1103A-33TG1;;RETIRADO;1;;;1;25322,58;RETIRADO;SOMOV S.A;014085;0;;
01868901001;006570;60201018801;GS WEG AW10 BR180S1-H MU F3;;SEPARADO;1;;;1;10554,29;SEPARADO;WEG EQUIPAMENTOS ELETRICOS S/A;014084;0;;
01868901001;006570;60305003201;RESIST. PREAQUEC. 1000W 220V;;SEPARADO;1;;;1;900;SEPARADO;SERVINTEL;014089;0;;
01868901001;006570;60501001601;TAMPA BOC ABAST TANCLIK  A101C;;SEPARADO;1;;;1;48;SEPARADO;ITULUB;014109;0;;
01868901001;006570;60501004708;FLANGE TQ POLI RETORNO;;SEPARADO;1;;;1;72,375;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;60501004908;TRAVA FIX 450L;;SEPARADO;2;;;2;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;60501005501;TQ COMB 180L POLIETILENO;;SEPARADO;1;;;1;1563,79;SEPARADO;ACCURATE MACHINE USINAGEM DE PRECISAO LTDA ME                                   ;014087;0;;
01868901001;006570;60501008608;CONTRA FLANGE TQ POLIETILENO;;SEPARADO;2;;;2;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;60501010308;FLANGE TQ 200L POLI ABAST KVA;;SEPARADO;1;;;1;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;60501010708;BOCAL ENCHIMENTO TQ TANCLICK;;SEPARADO;1;;;1;145;SEPARADO;AÇO FORT;000000;0;;
01868901001;006570;60702003501;BATERIA 12V 70AH 510CCA KONDOR;;SEPARADO;1;;;1;450;SEPARADO;JMS;014110;0;;
01868901001;006570;60702005608;SPT BAT 70AH SMART I;;SEPARADO;1;;;1;96,5;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;60702006008;SPT FIX BAT 100AH SMART;;SEPARADO;1;;;1;91,675;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;61401016249NE;CARENAGEM SMART I ;;SEPARADO;1;;;1;3377,5;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;60901012816;SILENCIOSO 29DBA CRN KSE105;;SEPARADO;1;;;1;1363,04;SEPARADO;SCAPSUL;014119;0,065;;
01868901001;006570;60901024616;CURVA FLEX PK1103T KSE105 VS;;SEPARADO;1;;;1;772,34;SEPARADO;SCAPSUL;014119;0,065;;
01868901001;006570;61101000501;SENSOR PR OLEO 3RHO 7704;;SEPARADO;1;;;1;209,6;SEPARADO;MX;014112;0;;
01868901001;006570;61101001301;SENS NV COMB ULTRAS K40LSR;;SEPARADO;1;;;1;441;SEPARADO;KVA;014111;0;;
01868901001;006570;61103000100;"BOIA MEC FV34-75-PP130 3/4""BSP";;SEPARADO;1;;;1;900;SEPARADO;SANTAE;014114;0,0325;;
01868901001;006570;61301014708;BASE SMART I PK;;SEPARADO;1;;;1;965;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;61303000101;AMT VIBRA-STOP XT2000 M12;;SEPARADO;4;;;4;103,7;SEPARADO;VIBRA-STOP;014117;0;;
01868901001;006570;61307015508;SPT MOT PK/FPT SMART I E II;;SEPARADO;1;;;1;241,25;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;61307015608;SPT ALT WEG SMART I E II;;SEPARADO;1;;;1;241,25;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;61402046608;FECH RAD SMART I PK1103A;;SEPARADO;1;;;1;731,47;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;61405001101;BATENTE DE BORRACHA CONICO;;SEPARADO;3;;;3;6,4;SEPARADO;ML;000000;0;;
01868901001;006570;61601008708;SPT ESQ QCF/QTA SMART I E II;;SEPARADO;1;;;1;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;61601008808;SPT DIR QCF/QTA SMART I E II;;SEPARADO;1;;;1;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868901005;006570;61635033549;TAMPA DJ MAN ABB QCF/QTA A0/A2;;SEPARADO;1;;;1;24,125;SEPARADO;GW;14125/14126/014120;0;;
01868901001;006570;61640008851;SPT DJ ABB A0/A2 QCF/QTA;;SEPARADO;1;;;1;33,775;SEPARADO;GW;14125/14126/014120;0;;
01868901005;006570;61647041501;DCM 3P FX 160A A2A TMF;;SEPARADO;1;;;1;313,24;SEPARADO;ABB;014123;0,065;;
01868901005;006570;61648042801;DJ 3P 10A SJ203 T-C10;;RETIRADO;1;;;1;48,61;RETIRADO;#N/D;000000;;;
01868901005;006570;61652004801;RL AUX 40A 12VCC DNI0102;;SEPARADO;2;;;2;5,86;SEPARADO;SNAP;014090;0;;
01868901005;006570;61653004801;TC SASSI 250-5A ST-42;;SEPARADO;3;;;3;91;SEPARADO;SASSI;014115;0,065;;
01868901005;006570;61656004001;CONT NF BOTAO ABB LINHA MCB;;SEPARADO;2;;;2;9,33;SEPARADO;ABB;014123;0,0975;;
01868901005;006570;61659003401;PROT PLC A2 QTA SMART ELETRONET;;SEPARADO;1;;;1;78,83870968;SEPARADO;EMPORIO DO ACRILICO;014124;0;;
01868901001;006570;61801002001;PF DIN912 M10X40 12.9 PT;;SEPARADO;12;;;12;5,58;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
01868901001;006570;61801002101;"PF DIN912 3/8""UNFX1"" 12.9 PT";;SEPARADO;8;;;8;5,11;SEPARADO;MULT TEMPERA COAT TECNOLOGIA EM TRATAMENTO TERMICO E REVESTIMENTOS SUPERFICIAIS;000000;;;
